确诊时间,统计级别,省份,城市,新增确诊病例数,核减确诊病例数
4月6日,城市级,上海,闵行,,
4月6日,城市级,上海,静安,,
4月6日,城市级,上海,徐汇,,
4月6日,城市级,上海,松江,,
4月6日,城市级,上海,长宁,,
4月6日,城市级,上海,奉贤,,
4月6日,城市级,上海,普陀,,
4月6日,城市级,上海,嘉定,,
4月6日,城市级,上海,虹口,,
4月6日,城市级,上海,杨浦,,
4月6日,城市级,上海,黄浦,,
4月6日,城市级,上海,青浦,,
4月6日,城市级,上海,金山,,
4月6日,城市级,上海,崇明,,
4月6日,城市级,上海,地区待确认,,
4月6日,城市级,上海,境外输入,2,
4月6日,省级,福建,,1,
4月6日,城市级,福建,福州,,
4月6日,城市级,福建,莆田,,
4月6日,城市级,福建,泉州,,
4月6日,城市级,福建,厦门,,
4月6日,城市级,福建,宁德,,
4月6日,城市级,福建,南平,,
4月6日,城市级,福建,漳州,,
4月6日,城市级,福建,三明,,
4月6日,城市级,福建,龙岩,,
4月6日,城市级,福建,地区待确认,,
4月6日,城市级,福建,外来输入病例,1,
4月6日,省级,河北,,,
4月6日,城市级,河北,沧州,,
4月6日,城市级,河北,唐山,,
4月6日,城市级,河北,邯郸,,
4月6日,城市级,河北,保定,,
4月6日,城市级,河北,石家庄,,
4月6日,城市级,河北,廊坊,,
4月6日,城市级,河北,邢台,,
4月6日,城市级,河北,张家口,,
4月6日,城市级,河北,衡水,,
4月6日,城市级,河北,承德,,
4月6日,城市级,河北,秦皇岛,,
4月6日,省级,陕西,,,
4月6日,城市级,陕西,西安,,
4月6日,城市级,陕西,安康,,
4月6日,城市级,陕西,汉中,,
4月6日,城市级,陕西,咸阳,,
4月6日,城市级,陕西,渭南,,
4月6日,城市级,陕西,宝鸡,,
4月6日,城市级,陕西,延安,,
4月6日,城市级,陕西,铜川,,
4月6日,城市级,陕西,商洛,,
4月6日,城市级,陕西,榆林,,
4月6日,城市级,陕西,地区待确认,,
4月6日,省级,广西,,,
4月6日,城市级,广西,南宁,,
4月6日,城市级,广西,北海,,
4月6日,城市级,广西,桂林,,
4月6日,城市级,广西,柳州,,
4月6日,城市级,广西,河池,,
4月6日,城市级,广西,防城港,,
4月6日,城市级,广西,来宾,,
4月6日,城市级,广西,玉林,,
4月6日,城市级,广西,贵港,,
4月6日,城市级,广西,钦州,,
4月6日,城市级,广西,梧州,,
4月6日,城市级,广西,贺州,,
4月6日,城市级,广西,百色,,
4月6日,城市级,广西,崇左,,
4月6日,省级,云南,,,
4月6日,城市级,云南,昆明,,
4月6日,城市级,云南,西双版纳州,,
4月6日,城市级,云南,玉溪,,
4月6日,城市级,云南,大理,,
4月6日,城市级,云南,昭通市,,
4月6日,城市级,云南,曲靖,,
4月6日,城市级,云南,保山市,,
4月6日,城市级,云南,丽江市,,
4月6日,城市级,云南,红河,,
4月6日,城市级,云南,德宏州,,
4月6日,城市级,云南,普洱,,
4月6日,城市级,云南,楚雄州,,
4月6日,城市级,云南,文山州,,
4月6日,城市级,云南,临沧,,
4月6日,城市级,云南,地区待确认,,
4月6日,省级,海南,,,
4月6日,城市级,海南,三亚,,
4月6日,城市级,海南,海口,,
4月6日,城市级,海南,万宁,,
4月6日,城市级,海南,儋州,,
4月6日,城市级,海南,澄迈县,,
4月6日,城市级,海南,临高县,,
4月6日,城市级,海南,琼海,,
4月6日,城市级,海南,昌江县,,
4月6日,城市级,海南,陵水县,,
4月6日,城市级,海南,保亭,,
4月6日,城市级,海南,文昌,,
4月6日,城市级,海南,东方,,
4月6日,城市级,海南,定安县,,
4月6日,城市级,海南,乐东,,
4月6日,城市级,海南,琼中县,,
4月6日,省级,山西,,,
4月6日,城市级,山西,晋中,,
4月6日,城市级,山西,运城,,
4月6日,城市级,山西,太原,,
4月6日,城市级,山西,大同,,
4月6日,城市级,山西,晋城,,
4月6日,城市级,山西,忻州,,
4月6日,城市级,山西,长治,,
4月6日,城市级,山西,朔州,,
4月6日,城市级,山西,吕梁,,
4月6日,城市级,山西,阳泉,,
4月6日,城市级,山西,临汾,,
4月6日,城市级,山西,境外输入,,
4月6日,,,,,
4月6日,省级,贵州,,,
4月6日,城市级,贵州,贵阳,,
4月6日,城市级,贵州,毕节,,
4月6日,城市级,贵州,遵义,,
4月6日,城市级,贵州,六盘水,,
4月6日,城市级,贵州,黔南州,,
4月6日,城市级,贵州,黔东南州,,
4月6日,城市级,贵州,铜仁,,
4月6日,城市级,贵州,黔西南州,,
4月6日,城市级,贵州,安顺,,
4月6日,,,,,
4月6日,省级,辽宁,,2,
4月6日,城市级,辽宁,沈阳,,
4月6日,城市级,辽宁,大连,,
4月6日,城市级,辽宁,锦州,,
4月6日,城市级,辽宁,盘锦,,
4月6日,城市级,辽宁,葫芦岛,,
4月6日,城市级,辽宁,阜新,,
4月6日,城市级,辽宁,丹东,,
4月6日,城市级,辽宁,朝阳市,,
4月6日,城市级,辽宁,铁岭,,
4月6日,城市级,辽宁,辽阳,,
4月6日,城市级,辽宁,鞍山,,
4月6日,城市级,辽宁,本溪,,
4月6日,城市级,辽宁,营口,,
4月6日,城市级,辽宁,境外输入,2,
4月6日,省级,天津,,,
4月6日,城市级,天津,宝坻区,,
4月6日,城市级,天津,河北区,,
4月6日,城市级,天津,河东区,,
4月6日,城市级,天津,外地来津,,
4月6日,城市级,天津,和平区,,
4月6日,城市级,天津,河西区,,
4月6日,城市级,天津,宁河区,,
4月6日,城市级,天津,西青区,,
4月6日,城市级,天津,东丽区,,
4月6日,城市级,天津,滨海新区,,
4月6日,城市级,天津,南开区,,
4月6日,城市级,天津,红桥区,,
4月6日,城市级,天津,北辰区,,
4月6日,城市级,天津,津南区,,
4月6日,城市级,天津,武清区,,
4月6日,城市级,天津,境外输入,,
4月6日,省级,甘肃,,,
4月6日,城市级,甘肃,兰州,,
4月6日,城市级,甘肃,天水,,
4月6日,城市级,甘肃,定西,,
4月6日,城市级,甘肃,平凉,,
4月6日,城市级,甘肃,甘南州,,
4月6日,城市级,甘肃,陇南,,
4月6日,城市级,甘肃,白银,,
4月6日,城市级,甘肃,庆阳,,
4月6日,城市级,甘肃,临夏,,
4月6日,城市级,甘肃,张掖,,
4月6日,城市级,甘肃,金昌,,
4月6日,城市级,甘肃,地区待确认,,
4月6日,城市级,甘肃,境外输入,,
4月6日,省级,吉林,,,
4月6日,城市级,吉林,长春,,
4月6日,城市级,吉林,四平,,
4月6日,城市级,吉林,辽源,,
4月6日,城市级,吉林,吉林,,
4月6日,城市级,吉林,延边,,
4月6日,城市级,吉林,通化,,
4月6日,城市级,吉林,松原,,
4月6日,城市级,吉林,白城,,
4月6日,省级,内蒙古,,3,
4月6日,城市级,内蒙古,包头,,
4月6日,城市级,内蒙古,鄂尔多斯,,
4月6日,城市级,内蒙古,呼和浩特,,
4月6日,城市级,内蒙古,通辽,,
4月6日,城市级,内蒙古,巴彦淖尔,,
4月6日,城市级,内蒙古,呼伦贝尔,,
4月6日,城市级,内蒙古,赤峰,,
4月6日,城市级,内蒙古,乌兰察布,,
4月6日,城市级,内蒙古,锡林郭勒,,
4月6日,城市级,内蒙古,乌海,,
4月6日,城市级,内蒙古,兴安盟,,
4月6日,城市级,内蒙古,境外输入,3,
4月6日,省级,新疆,,,
4月6日,城市级,新疆,乌鲁木齐,,
4月6日,城市级,新疆,伊犁州,,
4月6日,城市级,新疆,昌吉州,,
4月6日,城市级,新疆,巴州,,
4月6日,城市级,新疆,阿克苏,,
4月6日,城市级,新疆,兵团第一师,,
4月6日,城市级,新疆,兵团第二师,,
4月6日,城市级,新疆,兵团第三师,,
4月6日,城市级,新疆,兵团第四师,,
4月6日,城市级,新疆,兵团第五师,,
4月6日,城市级,新疆,兵团第六师,,
4月6日,城市级,新疆,兵团第七师,,
4月6日,城市级,新疆,兵团第八师,,
4月6日,城市级,新疆,兵团第九师,,
4月6日,城市级,新疆,兵团第十师,,
4月6日,城市级,新疆,兵团第十一师,,
4月6日,城市级,新疆,兵团第十二师,,
4月6日,城市级,新疆,兵团第十三师,,
4月6日,城市级,新疆,兵团第十四师,,
4月6日,城市级,新疆,吐鲁番,,
4月6日,省级,宁夏,,,
4月6日,城市级,宁夏,银川,,
4月6日,城市级,宁夏,吴忠,,
4月6日,城市级,宁夏,固原,,
4月6日,城市级,宁夏,中卫,,
4月6日,城市级,宁夏,石嘴山,,
4月6日,城市级,宁夏,宁东,,
4月6日,省级,香港,,24,
4月6日,城市级,香港,香港,24,
4月6日,省级,台湾,,10,
4月6日,城市级,台湾,台湾,10,
4月6日,省级,青海,,,
4月6日,城市级,青海,西宁,,
4月6日,城市级,青海,海北州,,
4月6日,省级,澳门,,,
4月6日,城市级,澳门,澳门,,
4月6日,省级,西藏,,,
4月6日,城市级,西藏,拉萨,,
4月6日,国家级,,,32,
4月7日,省级,湖北,,,
4月7日,城市级,湖北,武汉,,
4月7日,城市级,湖北,孝感,,
4月7日,城市级,湖北,黄冈,,
4月7日,城市级,湖北,随州,,
4月7日,城市级,湖北,荆州,,
4月7日,城市级,湖北,襄阳,,
4月7日,城市级,湖北,黄石,,
4月7日,城市级,湖北,宜昌,,
4月7日,城市级,湖北,荆门,,
4月7日,城市级,湖北,鄂州,,
4月7日,城市级,湖北,咸宁,,
4月7日,城市级,湖北,十堰,,
4月7日,城市级,湖北,仙桃,,
4月7日,城市级,湖北,天门,,
4月7日,城市级,湖北,恩施州,,
4月7日,城市级,湖北,潜江,,
4月7日,城市级,湖北,神农架,,
4月7日,城市级,湖北,地区待确认,,
4月7日,城市级,湖北,监狱系统,,
4月7日,省级,广东,,3,
4月7日,城市级,广东,深圳,,
4月7日,城市级,广东,广州,1,
4月7日,城市级,广东,珠海,,
4月7日,城市级,广东,佛山,,
4月7日,城市级,广东,东莞,,
4月7日,城市级,广东,中山,,
4月7日,城市级,广东,惠州,,
4月7日,城市级,广东,汕头,,
4月7日,城市级,广东,湛江,,
4月7日,城市级,广东,江门,,
4月7日,城市级,广东,肇庆,,
4月7日,城市级,广东,梅州,,
4月7日,城市级,广东,阳江,,
4月7日,城市级,广东,茂名,,
4月7日,城市级,广东,清远,,
4月7日,城市级,广东,揭阳,,
4月7日,城市级,广东,韶关,,
4月7日,城市级,广东,潮州,,
4月7日,城市级,广东,汕尾,,
4月7日,城市级,广东,河源,,
4月7日,城市级,广东,地区待确认,,
4月7日,城市级,广东,境外输入,2,
4月7日,省级,浙江,,1,
4月7日,城市级,浙江,温州,,
4月7日,城市级,浙江,杭州,,
4月7日,城市级,浙江,宁波,,
4月7日,城市级,浙江,台州,,
4月7日,城市级,浙江,金华,,
4月7日,城市级,浙江,绍兴,,
4月7日,城市级,浙江,嘉兴,,
4月7日,城市级,浙江,丽水,,
4月7日,城市级,浙江,衢州,,
4月7日,城市级,浙江,湖州,,
4月7日,城市级,浙江,舟山,,
4月7日,城市级,浙江,省十里丰监狱,,
4月7日,城市级,浙江,境外输入,1,
4月7日,省级,河南,,,
4月7日,城市级,河南,信阳,,
4月7日,城市级,河南,南阳,,
4月7日,城市级,河南,郑州,,
4月7日,城市级,河南,驻马店,,
4月7日,城市级,河南,商丘,,
4月7日,城市级,河南,周口,,
4月7日,城市级,河南,平顶山,,
4月7日,城市级,河南,新乡,,
4月7日,城市级,河南,安阳,,
4月7日,城市级,河南,许昌,,
4月7日,城市级,河南,漯河,,
4月7日,城市级,河南,洛阳,,
4月7日,城市级,河南,焦作,,
4月7日,城市级,河南,开封,,
4月7日,城市级,河南,鹤壁,,
4月7日,城市级,河南,濮阳,,
4月7日,城市级,河南,三门峡,,
4月7日,城市级,河南,济源示范区,,
4月7日,城市级,河南,地区待确认,,
4月7日,省级,湖南,,,
4月7日,城市级,湖南,长沙,,
4月7日,城市级,湖南,岳阳,,
4月7日,城市级,湖南,邵阳,,
4月7日,城市级,湖南,常德,,
4月7日,城市级,湖南,娄底,,
4月7日,城市级,湖南,株洲,,
4月7日,城市级,湖南,益阳,,
4月7日,城市级,湖南,衡阳,,
4月7日,城市级,湖南,永州,,
4月7日,城市级,湖南,怀化,,
4月7日,城市级,湖南,郴州,,
4月7日,城市级,湖南,湘潭,,
4月7日,城市级,湖南,湘西自治州,,
4月7日,城市级,湖南,张家界,,
4月7日,省级,安徽,,,
4月7日,城市级,安徽,合肥,,
4月7日,城市级,安徽,蚌埠,,
4月7日,城市级,安徽,阜阳,,
4月7日,城市级,安徽,亳州,,
4月7日,城市级,安徽,安庆,,
4月7日,城市级,安徽,六安,,
4月7日,城市级,安徽,马鞍山,,
4月7日,城市级,安徽,宿州,,
4月7日,城市级,安徽,芜湖,,
4月7日,城市级,安徽,铜陵,,
4月7日,城市级,安徽,淮北,,
4月7日,城市级,安徽,淮南,,
4月7日,城市级,安徽,池州,,
4月7日,城市级,安徽,滁州,,
4月7日,城市级,安徽,黄山,,
4月7日,城市级,安徽,宣城,,
4月7日,省级,江西,,,
4月7日,城市级,江西,南昌,,
4月7日,城市级,江西,新余,,
4月7日,城市级,江西,上饶,,
4月7日,城市级,江西,九江,,
4月7日,城市级,江西,宜春,,
4月7日,城市级,江西,赣州,,
4月7日,城市级,江西,抚州,,
4月7日,城市级,江西,萍乡,,
4月7日,城市级,江西,吉安,,
4月7日,城市级,江西,鹰潭,,
4月7日,城市级,江西,景德镇,,
4月7日,城市级,江西,赣江新区,,
4月7日,省级,江苏,,,
4月7日,城市级,江苏,南京,,
4月7日,城市级,江苏,苏州,,
4月7日,城市级,江苏,徐州,,
4月7日,城市级,江苏,淮安,,
4月7日,城市级,江苏,无锡,,
4月7日,城市级,江苏,连云港,,
4月7日,城市级,江苏,南通,,
4月7日,城市级,江苏,泰州,,
4月7日,城市级,江苏,常州,,
4月7日,城市级,江苏,扬州,,
4月7日,城市级,江苏,盐城,,
4月7日,城市级,江苏,镇江,,
4月7日,城市级,江苏,宿迁,,
4月7日,城市级,江苏,境外输入,,
4月7日,省级,重庆,,,
4月7日,城市级,重庆,万州区,,
4月7日,城市级,重庆,江北区,,
4月7日,城市级,重庆,垫江县,,
4月7日,城市级,重庆,云阳县,,
4月7日,城市级,重庆,九龙坡区,,
4月7日,城市级,重庆,渝中区,,
4月7日,城市级,重庆,忠县,,
4月7日,城市级,重庆,合川区,,
4月7日,城市级,重庆,开州区,,
4月7日,城市级,重庆,两江新区,,
4月7日,城市级,重庆,长寿区,,
4月7日,城市级,重庆,綦江区,,
4月7日,城市级,重庆,奉节县,,
4月7日,城市级,重庆,渝北区,,
4月7日,城市级,重庆,潼南区,,
4月7日,城市级,重庆,大足区,,
4月7日,城市级,重庆,巫溪县,,
4月7日,城市级,重庆,石柱县,,
4月7日,城市级,重庆,巫山县,,
4月7日,城市级,重庆,丰都县,,
4月7日,城市级,重庆,璧山区,,
4月7日,城市级,重庆,荣昌区,,
4月7日,城市级,重庆,铜梁区,,
4月7日,城市级,重庆,南岸区,,
4月7日,城市级,重庆,大渡口区,,
4月7日,城市级,重庆,永川区,,
4月7日,城市级,重庆,巴南区,,
4月7日,城市级,重庆,江津区,,
4月7日,城市级,重庆,高新区,,
4月7日,城市级,重庆,梁平区,,
4月7日,城市级,重庆,涪陵区,,
4月7日,城市级,重庆,沙坪坝区,,
4月7日,城市级,重庆,城口县,,
4月7日,城市级,重庆,彭水县,,
4月7日,城市级,重庆,黔江区,,
4月7日,城市级,重庆,万盛经开区,,
4月7日,城市级,重庆,酉阳县,,
4月7日,城市级,重庆,武隆区,,
4月7日,城市级,重庆,秀山县,,
4月7日,省级,山东,,2,
4月7日,城市级,山东,青岛,2,
4月7日,城市级,山东,济南,,
4月7日,城市级,山东,临沂,,
4月7日,城市级,山东,济宁,,
4月7日,城市级,山东,烟台,,
4月7日,城市级,山东,潍坊,,
4月7日,城市级,山东,威海,,
4月7日,城市级,山东,聊城,,
4月7日,城市级,山东,德州,,
4月7日,城市级,山东,泰安,,
4月7日,城市级,山东,枣庄,,
4月7日,城市级,山东,淄博,,
4月7日,城市级,山东,菏泽,,
4月7日,城市级,山东,日照,,
4月7日,城市级,山东,滨州,,
4月7日,城市级,山东,任城监狱,,
4月7日,省级,四川,,,
4月7日,城市级,四川,成都,,
4月7日,城市级,四川,南充,,
4月7日,城市级,四川,广安,,
4月7日,城市级,四川,达州,,
4月7日,城市级,四川,甘孜,,
4月7日,城市级,四川,巴中,,
4月7日,城市级,四川,绵阳,,
4月7日,城市级,四川,内江,,
4月7日,城市级,四川,泸州,,
4月7日,城市级,四川,德阳,,
4月7日,城市级,四川,攀枝花,,
4月7日,城市级,四川,遂宁,,
4月7日,城市级,四川,凉山,,
4月7日,城市级,四川,宜宾,,
4月7日,城市级,四川,自贡,,
4月7日,城市级,四川,眉山,,
4月7日,城市级,四川,广元,,
4月7日,城市级,四川,雅安,,
4月7日,城市级,四川,乐山,,
4月7日,城市级,四川,资阳,,
4月7日,城市级,四川,阿坝,,
4月7日,省级,北京,,1,
4月7日,城市级,北京,朝阳,,
4月7日,城市级,北京,海淀,,
4月7日,城市级,北京,西城,,
4月7日,城市级,北京,大兴,,
4月7日,城市级,北京,丰台,,
4月7日,城市级,北京,外地来京,,
4月7日,城市级,北京,昌平,,
4月7日,城市级,北京,通州,,
4月7日,城市级,北京,房山,,
4月7日,城市级,北京,石景山,,
4月7日,城市级,北京,顺义,,
4月7日,城市级,北京,东城,,
4月7日,城市级,北京,怀柔,,
4月7日,城市级,北京,密云,,
4月7日,城市级,北京,门头沟,,
4月7日,城市级,北京,延庆,,
4月7日,城市级,北京,境外输入,1,
4月7日,城市级,北京,地区待确认,,
4月7日,省级,黑龙江,,25,
4月7日,城市级,黑龙江,哈尔滨,,
4月7日,城市级,黑龙江,双鸭山,,
4月7日,城市级,黑龙江,绥化,,
4月7日,城市级,黑龙江,鸡西,,
4月7日,城市级,黑龙江,齐齐哈尔,,
4月7日,城市级,黑龙江,七台河,,
4月7日,城市级,黑龙江,佳木斯,,
4月7日,城市级,黑龙江,大庆,,
4月7日,城市级,黑龙江,牡丹江,,
4月7日,城市级,黑龙江,鹤岗,,
4月7日,城市级,黑龙江,黑河,,
4月7日,城市级,黑龙江,大兴安岭,,
4月7日,城市级,黑龙江,境外输入,25,
4月7日,省级,上海,,5,
4月7日,城市级,上海,外地来沪,,
4月7日,城市级,上海,浦东,,
4月7日,城市级,上海,宝山,,
4月7日,城市级,上海,闵行,,
4月7日,城市级,上海,静安,,
4月7日,城市级,上海,徐汇,,
4月7日,城市级,上海,松江,,
4月7日,城市级,上海,长宁,,
4月7日,城市级,上海,奉贤,,
4月7日,城市级,上海,普陀,,
4月7日,城市级,上海,嘉定,,
4月7日,城市级,上海,虹口,,
4月7日,城市级,上海,杨浦,,
4月7日,城市级,上海,黄浦,,
4月7日,城市级,上海,青浦,,
4月7日,城市级,上海,金山,,
4月7日,城市级,上海,崇明,,
4月7日,城市级,上海,地区待确认,,
4月7日,城市级,上海,境外输入,5,
4月7日,省级,福建,,,
4月7日,城市级,福建,福州,,
4月7日,城市级,福建,莆田,,
4月7日,城市级,福建,泉州,,
4月7日,城市级,福建,厦门,,
4月7日,城市级,福建,宁德,,
4月7日,城市级,福建,南平,,
4月7日,城市级,福建,漳州,,
4月7日,城市级,福建,三明,,
4月7日,城市级,福建,龙岩,,
4月7日,城市级,福建,地区待确认,,
4月7日,城市级,福建,外来输入病例,,
4月7日,省级,河北,,,
4月7日,城市级,河北,沧州,,
4月7日,城市级,河北,唐山,,
4月7日,城市级,河北,邯郸,,
4月7日,城市级,河北,保定,,
4月7日,城市级,河北,石家庄,,
4月7日,城市级,河北,廊坊,,
4月7日,城市级,河北,邢台,,
4月7日,城市级,河北,张家口,,
4月7日,城市级,河北,衡水,,
4月7日,城市级,河北,承德,,
4月7日,城市级,河北,秦皇岛,,
4月7日,省级,陕西,,,
4月7日,城市级,陕西,西安,,
4月7日,城市级,陕西,安康,,
4月7日,城市级,陕西,汉中,,
4月7日,城市级,陕西,咸阳,,
4月7日,城市级,陕西,渭南,,
4月7日,城市级,陕西,宝鸡,,
4月7日,城市级,陕西,延安,,
4月7日,城市级,陕西,铜川,,
4月7日,城市级,陕西,商洛,,
4月7日,城市级,陕西,榆林,,
4月7日,城市级,陕西,地区待确认,,
4月7日,省级,广西,,,
4月7日,城市级,广西,南宁,,
4月7日,城市级,广西,北海,,
4月7日,城市级,广西,桂林,,
4月7日,城市级,广西,柳州,,
4月7日,城市级,广西,河池,,
4月7日,城市级,广西,防城港,,
4月7日,城市级,广西,来宾,,
4月7日,城市级,广西,玉林,,
4月7日,城市级,广西,贵港,,
4月7日,城市级,广西,钦州,,
4月7日,城市级,广西,梧州,,
4月7日,城市级,广西,贺州,,
4月7日,城市级,广西,百色,,
4月7日,城市级,广西,崇左,,
4月7日,省级,云南,,,
4月7日,城市级,云南,昆明,,
4月7日,城市级,云南,西双版纳州,,
4月7日,城市级,云南,玉溪,,
4月7日,城市级,云南,大理,,
4月7日,城市级,云南,昭通市,,
4月7日,城市级,云南,曲靖,,
4月7日,城市级,云南,保山市,,
4月7日,城市级,云南,丽江市,,
4月7日,城市级,云南,红河,,
4月7日,城市级,云南,德宏州,,
4月7日,城市级,云南,普洱,,
4月7日,城市级,云南,楚雄州,,
4月7日,城市级,云南,文山州,,
4月7日,城市级,云南,临沧,,
4月7日,城市级,云南,地区待确认,,
4月7日,省级,海南,,,
4月7日,城市级,海南,三亚,,
4月7日,城市级,海南,海口,,
4月7日,城市级,海南,万宁,,
4月7日,城市级,海南,儋州,,
4月7日,城市级,海南,澄迈县,,
4月7日,城市级,海南,临高县,,
4月7日,城市级,海南,琼海,,
4月7日,城市级,海南,昌江县,,
4月7日,城市级,海南,陵水县,,
4月7日,城市级,海南,保亭,,
4月7日,城市级,海南,文昌,,
4月7日,城市级,海南,东方,,
4月7日,城市级,海南,定安县,,
4月7日,城市级,海南,乐东,,
4月7日,城市级,海南,琼中县,,
4月7日,省级,山西,,25,
4月7日,城市级,山西,晋中,,
4月7日,城市级,山西,运城,,
4月7日,城市级,山西,太原,,
4月7日,城市级,山西,大同,,
4月7日,城市级,山西,晋城,,
4月7日,城市级,山西,忻州,,
4月7日,城市级,山西,长治,,
4月7日,城市级,山西,朔州,,
4月7日,城市级,山西,吕梁,,
4月7日,城市级,山西,阳泉,,
4月7日,城市级,山西,临汾,,
4月7日,城市级,山西,境外输入,25,
4月7日,省级,贵州,,,
4月7日,城市级,贵州,贵阳,,
4月7日,城市级,贵州,毕节,,
4月7日,城市级,贵州,遵义,,
4月7日,城市级,贵州,六盘水,,
4月7日,城市级,贵州,黔南州,,
4月7日,城市级,贵州,黔东南州,,
4月7日,城市级,贵州,铜仁,,
4月7日,城市级,贵州,黔西南州,,
4月7日,城市级,贵州,安顺,,
4月7日,省级,辽宁,,,
4月7日,城市级,辽宁,沈阳,,
4月7日,城市级,辽宁,大连,,
4月7日,城市级,辽宁,锦州,,
4月7日,城市级,辽宁,盘锦,,
4月7日,城市级,辽宁,葫芦岛,,
4月7日,城市级,辽宁,阜新,,
4月7日,城市级,辽宁,丹东,,
4月7日,城市级,辽宁,朝阳市,,
4月7日,城市级,辽宁,铁岭,,
4月7日,城市级,辽宁,辽阳,,
4月7日,城市级,辽宁,鞍山,,
4月7日,城市级,辽宁,本溪,,
4月7日,城市级,辽宁,营口,,
4月7日,城市级,辽宁,境外输入,,
4月7日,省级,天津,,,
4月7日,城市级,天津,宝坻区,,
4月7日,城市级,天津,河北区,,
4月7日,城市级,天津,河东区,,
4月7日,城市级,天津,外地来津,,
4月7日,城市级,天津,和平区,,
4月7日,城市级,天津,河西区,,
4月7日,城市级,天津,宁河区,,
4月7日,城市级,天津,西青区,,
4月7日,城市级,天津,东丽区,,
4月7日,城市级,天津,滨海新区,,
4月7日,城市级,天津,南开区,,
4月7日,城市级,天津,红桥区,,
4月7日,城市级,天津,北辰区,,
4月7日,城市级,天津,津南区,,
4月7日,城市级,天津,武清区,,
4月7日,城市级,天津,境外输入,,
4月7日,省级,甘肃,,,
4月7日,城市级,甘肃,兰州,,
4月7日,城市级,甘肃,天水,,
4月7日,城市级,甘肃,定西,,
4月7日,城市级,甘肃,平凉,,
4月7日,城市级,甘肃,甘南州,,
4月7日,城市级,甘肃,陇南,,
4月7日,城市级,甘肃,白银,,
4月7日,城市级,甘肃,庆阳,,
4月7日,城市级,甘肃,临夏,,
4月7日,城市级,甘肃,张掖,,
4月7日,城市级,甘肃,金昌,,
4月7日,城市级,甘肃,地区待确认,,
4月7日,城市级,甘肃,境外输入,,
4月7日,省级,吉林,,,
4月7日,城市级,吉林,长春,,
4月7日,城市级,吉林,四平,,
4月7日,城市级,吉林,辽源,,
4月7日,城市级,吉林,吉林,,
4月7日,城市级,吉林,延边,,
4月7日,城市级,吉林,通化,,
4月7日,城市级,吉林,松原,,
4月7日,城市级,吉林,白城,,
4月7日,省级,内蒙古,,3,
4月7日,城市级,内蒙古,包头,,
4月7日,城市级,内蒙古,鄂尔多斯,,
4月7日,城市级,内蒙古,呼和浩特,,
4月7日,城市级,内蒙古,通辽,,
4月7日,城市级,内蒙古,巴彦淖尔,,
4月7日,城市级,内蒙古,呼伦贝尔,,
4月7日,城市级,内蒙古,赤峰,,
4月7日,城市级,内蒙古,乌兰察布,,
4月7日,城市级,内蒙古,锡林郭勒,,
4月7日,城市级,内蒙古,乌海,,
4月7日,城市级,内蒙古,兴安盟,,
4月7日,城市级,内蒙古,境外输入,3,
4月7日,省级,新疆,,,
4月7日,城市级,新疆,乌鲁木齐,,
4月7日,城市级,新疆,伊犁州,,
4月7日,城市级,新疆,昌吉州,,
4月7日,城市级,新疆,巴州,,
4月7日,城市级,新疆,阿克苏,,
4月7日,城市级,新疆,兵团第一师,,
4月7日,城市级,新疆,兵团第二师,,
4月7日,城市级,新疆,兵团第三师,,
4月7日,城市级,新疆,兵团第四师,,
4月7日,城市级,新疆,兵团第五师,,
4月7日,城市级,新疆,兵团第六师,,
4月7日,城市级,新疆,兵团第七师,,
4月7日,城市级,新疆,兵团第八师,,
4月7日,城市级,新疆,兵团第九师,,
4月7日,城市级,新疆,兵团第十师,,
4月7日,城市级,新疆,兵团第十一师,,
4月7日,城市级,新疆,兵团第十二师,,
4月7日,城市级,新疆,兵团第十三师,,
4月7日,城市级,新疆,兵团第十四师,,
4月7日,城市级,新疆,吐鲁番,,
4月7日,省级,宁夏,,,
4月7日,城市级,宁夏,银川,,
4月7日,城市级,宁夏,吴忠,,
4月7日,城市级,宁夏,固原,,
4月7日,城市级,宁夏,中卫,,
4月7日,城市级,宁夏,石嘴山,,
4月7日,城市级,宁夏,宁东,,
4月7日,省级,香港,,21,
4月7日,城市级,香港,香港,21,
4月7日,省级,台湾,,3,
4月7日,城市级,台湾,台湾,3,
4月7日,省级,青海,,,
4月7日,城市级,青海,西宁,,
4月7日,城市级,青海,海北州,,
4月7日,省级,澳门,,,
4月7日,城市级,澳门,澳门,,
4月7日,省级,西藏,,,
4月7日,城市级,西藏,拉萨,,
4月7日,国家级,,,62,
4月8日,省级,湖北,,,
4月8日,城市级,湖北,武汉,,
4月8日,城市级,湖北,孝感,,
4月8日,城市级,湖北,黄冈,,
4月8日,城市级,湖北,随州,,
4月8日,城市级,湖北,荆州,,
4月8日,城市级,湖北,襄阳,,
4月8日,城市级,湖北,黄石,,
4月8日,城市级,湖北,宜昌,,
4月8日,城市级,湖北,荆门,,
4月8日,城市级,湖北,鄂州,,
4月8日,城市级,湖北,咸宁,,
4月8日,城市级,湖北,十堰,,
4月8日,城市级,湖北,仙桃,,
4月8日,城市级,湖北,天门,,
4月8日,城市级,湖北,恩施州,,
4月8日,城市级,湖北,潜江,,
4月8日,城市级,湖北,神农架,,
4月8日,城市级,湖北,地区待确认,,
4月8日,城市级,湖北,监狱系统,,
4月8日,省级,湖南,,,
4月8日,城市级,湖南,长沙,,
